2.961922e-02	7.524690e-01	3.762345e-01
3.627599e-02	1.395655e+00	6.978277e-01
4.683210e-02	6.322685e+00	2.235407e+00
5.130200e-02	3.667306e+00	1.058660e+00
5.923844e-02	6.559456e+00	3.279728e+00
6.283186e-02	3.523432e+00	1.017127e+00
6.623059e-02	2.319597e+00	8.201012e-01
6.946323e-02	2.441354e+00	7.047582e-01
7.255197e-02	1.751852e+00	8.759258e-01
7.551449e-02	2.252693e+00	7.964473e-01
7.836509e-02	4.885360e+00	9.972199e-01
8.746680e-02	5.049277e+00	8.415462e-01
9.224122e-02	4.790157e+00	1.071112e+00
9.673011e-02	5.264339e+00	8.773898e-01
1.034503e-01	4.208488e+00	9.410466e-01
1.074717e-01	5.001015e+00	7.218343e-01
1.136130e-01	6.024745e+00	8.050904e-01
1.200514e-01	5.439187e+00	1.027910e+00
1.236460e-01	5.224928e+00	6.982103e-01
1.293601e-01	5.454792e+00	7.564436e-01
1.355810e-01	4.664370e+00	4.862942e-01
1.429054e-01	4.421570e+00	4.824328e-01
1.513245e-01	5.484424e+00	4.508169e-01
1.589562e-01	5.096527e+00	5.313497e-01
1.670934e-01	5.528510e+00	4.265338e-01
1.749283e-01	5.069527e+00	4.284532e-01
1.824915e-01	5.766142e+00	4.346393e-01
1.931458e-01	6.012552e+00	3.567793e-01
2.029042e-01	6.735083e+00	4.384166e-01
2.128556e-01	7.309761e+00	4.138337e-01
2.233376e-01	7.163976e+00	3.862557e-01
2.348628e-01	7.108410e+00	3.435980e-01
2.453560e-01	7.493472e+00	3.804234e-01
2.573115e-01	7.452278e+00	3.073268e-01
2.711603e-01	7.228291e+00	2.780112e-01
2.852181e-01	7.440587e+00	2.706115e-01
2.996491e-01	7.726864e+00	2.592966e-01
3.149318e-01	8.015645e+00	2.539854e-01
3.301321e-01	8.628026e+00	2.596731e-01
3.462941e-01	8.636122e+00	2.341797e-01
3.638482e-01	8.581664e+00	2.167197e-01
3.818353e-01	8.256496e+00	1.970305e-01
4.005901e-01	8.749455e+00	1.920292e-01
4.207007e-01	8.745000e+00	1.774743e-01
4.420555e-01	9.100452e+00	1.692247e-01
4.644396e-01	8.877458e+00	1.556730e-01
4.874865e-01	9.188297e+00	1.503251e-01
5.118963e-01	9.164651e+00	1.378494e-01
5.376587e-01	9.388323e+00	1.314113e-01
5.646557e-01	9.431677e+00	1.225410e-01
5.925957e-01	9.455810e+00	1.161118e-01
6.219189e-01	9.148346e+00	1.029009e-01
6.531131e-01	9.316915e+00	9.728371e-02
6.861599e-01	9.172954e+00	8.828315e-02
7.204633e-01	9.324855e+00	8.484156e-02
7.561884e-01	9.041116e+00	7.587136e-02
7.939590e-01	9.121634e+00	7.113264e-02
8.338815e-01	8.974628e+00	6.462088e-02
8.756781e-01	8.942380e+00	6.030048e-02
9.191659e-01	8.884306e+00	5.575826e-02
9.652478e-01	8.807706e+00	5.085470e-02
1.013796e+00	8.881817e+00	4.789869e-02
1.064525e+00	8.891841e+00	4.454839e-02
1.117668e+00	8.802150e+00	4.107060e-02
1.173566e+00	8.868368e+00	3.831695e-02
1.232454e+00	8.987823e+00	3.607038e-02
1.294020e+00	9.003106e+00	3.372257e-02
1.358654e+00	9.143321e+00	3.170867e-02
1.426527e+00	9.185866e+00	2.969741e-02
1.497695e+00	9.316676e+00	2.795495e-02
1.572501e+00	9.448612e+00	2.634676e-02
1.651188e+00	9.549746e+00	2.470548e-02
1.733843e+00	9.643195e+00	2.320491e-02
1.820304e+00	9.763258e+00	2.189467e-02
1.911264e+00	9.944452e+00	2.063715e-02
2.007068e+00	1.000006e+01	1.929896e-02
2.107459e+00	1.015410e+01	1.823236e-02
2.212729e+00	1.032342e+01	1.723079e-02
2.323331e+00	1.050019e+01	1.627422e-02
2.439589e+00	1.070358e+01	1.541228e-02
2.561550e+00	1.093478e+01	1.464841e-02
2.689580e+00	1.118940e+01	1.392001e-02
2.824083e+00	1.150244e+01	1.330079e-02
2.965312e+00	1.204347e+01	1.293985e-02
3.113256e+00	1.268982e+01	1.271058e-02
3.267165e+00	1.188890e+01	1.171833e-02
3.430204e+00	1.115832e+01	1.111230e-02
3.601382e+00	1.091294e+01	1.111632e-02
3.780856e+00	1.086878e+01	1.152016e-02
3.968843e+00	1.110809e+01	1.255431e-02
4.165369e+00	1.152736e+01	1.448682e-02
4.369192e+00	1.180111e+01	1.794854e-02
4.586198e+00	1.188026e+01	2.423448e-02
4.811772e+00	1.259543e+01	3.611853e-02
5.042564e+00	1.396196e+01	6.544245e-02
5.257658e+00	1.597080e+01	2.008627e-01
