2.961922e-02	2.790235e-01	1.395117e-01
3.627599e-02	1.827446e-01	9.137231e-02
4.683210e-02	1.227879e+00	4.341208e-01
5.130200e-02	3.701947e-01	1.068660e-01
5.923844e-02	1.928175e+00	9.640874e-01
6.283186e-02	5.197635e-01	1.500428e-01
6.623059e-02	1.211938e+00	4.284847e-01
6.946323e-02	1.300955e+00	3.755535e-01
7.255197e-02	6.335849e-01	3.167924e-01
7.551449e-02	1.767267e+00	6.248234e-01
7.836509e-02	1.079950e+00	2.204438e-01
8.746680e-02	2.259114e+00	3.765189e-01
9.224122e-02	3.921997e+00	8.769852e-01
9.673011e-02	1.988243e+00	3.313738e-01
1.034503e-01	1.816767e+00	4.062414e-01
1.074717e-01	3.429391e+00	4.949900e-01
1.136130e-01	2.366863e+00	3.162853e-01
1.200514e-01	2.218857e+00	4.193246e-01
1.236460e-01	2.655225e+00	3.548194e-01
1.293601e-01	3.808247e+00	5.281088e-01
1.355810e-01	3.296460e+00	3.436797e-01
1.429054e-01	3.055892e+00	3.334252e-01
1.513245e-01	4.741698e+00	3.897652e-01
1.589562e-01	3.855363e+00	4.019493e-01
1.670934e-01	4.910040e+00	3.788178e-01
1.749283e-01	5.099564e+00	4.309918e-01
1.824915e-01	5.869568e+00	4.424353e-01
1.931458e-01	6.609624e+00	3.922091e-01
2.029042e-01	6.603089e+00	4.298245e-01
2.128556e-01	7.312586e+00	4.139936e-01
2.233376e-01	6.958948e+00	3.752013e-01
2.348628e-01	7.991770e+00	3.862968e-01
2.453560e-01	7.946067e+00	4.034004e-01
2.573115e-01	8.539621e+00	3.521680e-01
2.711603e-01	9.089811e+00	3.496081e-01
2.852181e-01	9.370881e+00	3.408156e-01
2.996491e-01	1.006207e+01	3.376610e-01
3.149318e-01	1.042649e+01	3.303759e-01
3.301321e-01	1.077014e+01	3.241430e-01
3.462941e-01	1.132399e+01	3.070648e-01
3.638482e-01	1.186726e+01	2.996936e-01
3.818353e-01	1.247264e+01	2.976434e-01
4.005901e-01	1.340000e+01	2.940973e-01
4.207007e-01	1.394154e+01	2.829348e-01
4.420555e-01	1.482773e+01	2.757247e-01
4.644396e-01	1.559007e+01	2.733838e-01
4.874865e-01	1.581286e+01	2.587063e-01
5.118963e-01	1.616336e+01	2.431200e-01
5.376587e-01	1.649973e+01	2.309519e-01
5.646557e-01	1.724664e+01	2.240769e-01
5.925957e-01	1.816138e+01	2.230112e-01
6.219189e-01	1.827069e+01	2.055093e-01
6.531131e-01	1.927038e+01	2.012141e-01
6.861599e-01	1.970469e+01	1.896436e-01
7.204633e-01	2.026368e+01	1.843677e-01
7.561884e-01	2.093128e+01	1.756514e-01
7.939590e-01	2.141264e+01	1.669808e-01
8.338815e-01	2.248806e+01	1.619230e-01
8.756781e-01	2.317618e+01	1.562822e-01
9.191659e-01	2.372184e+01	1.488792e-01
9.652478e-01	2.417916e+01	1.396078e-01
1.013796e+00	2.528083e+01	1.363368e-01
1.064525e+00	2.587889e+01	1.296540e-01
1.117668e+00	2.623696e+01	1.224210e-01
1.173566e+00	2.715849e+01	1.173418e-01
1.232454e+00	2.811780e+01	1.128437e-01
1.294020e+00	2.897091e+01	1.085152e-01
1.358654e+00	2.979818e+01	1.033389e-01
1.426527e+00	3.051434e+01	9.865123e-02
1.497695e+00	3.154128e+01	9.464050e-02
1.572501e+00	3.225197e+01	8.993225e-02
1.651188e+00	3.334579e+01	8.626657e-02
1.733843e+00	3.452501e+01	8.307928e-02
1.820304e+00	3.558704e+01	7.980602e-02
1.911264e+00	3.690106e+01	7.657866e-02
2.007068e+00	3.822283e+01	7.376561e-02
2.107459e+00	3.991810e+01	7.167560e-02
2.212729e+00	4.150954e+01	6.928348e-02
2.323331e+00	4.379298e+01	6.787464e-02
2.439589e+00	4.599624e+01	6.623082e-02
2.561550e+00	4.838414e+01	6.481619e-02
2.689580e+00	5.140708e+01	6.395222e-02
2.824083e+00	5.488882e+01	6.347042e-02
2.965312e+00	5.883776e+01	6.321702e-02
3.113256e+00	6.334227e+01	6.344590e-02
3.267165e+00	6.586558e+01	6.492059e-02
3.430204e+00	6.791114e+01	6.763105e-02
3.601382e+00	7.091232e+01	7.223387e-02
3.780856e+00	7.473769e+01	7.921681e-02
3.968843e+00	7.926906e+01	8.958952e-02
4.165369e+00	8.410754e+01	1.057008e-01
4.369192e+00	8.631938e+01	1.312849e-01
4.586198e+00	8.436744e+01	1.721007e-01
4.811772e+00	8.491838e+01	2.435111e-01
5.042564e+00	8.677267e+01	4.067206e-01
5.257658e+00	9.242126e+01	1.162371e+00
