2.961922e-02	7.941569e+00	3.970784e+00
3.627599e-02	8.475444e+00	4.237722e+00
4.683210e-02	4.849640e+01	1.714607e+01
5.130200e-02	3.583424e+01	1.034445e+01
5.923844e-02	3.735212e+01	1.867606e+01
6.283186e-02	4.640038e+01	1.339464e+01
6.817017e-02	4.728906e+01	1.057416e+01
7.708572e-02	9.069989e+01	1.511665e+01
8.635412e-02	6.021576e+01	1.346465e+01
9.283335e-02	7.235852e+01	9.341445e+00
1.014949e-01	1.026556e+02	1.814712e+01
1.107785e-01	8.441459e+01	8.277532e+00
1.228782e-01	8.206934e+01	8.556320e+00
1.349814e-01	8.892694e+01	6.860863e+00
1.495210e-01	8.772999e+01	6.203447e+00
1.642141e-01	9.510994e+01	5.898468e+00
1.791407e-01	1.134117e+02	6.379908e+00
1.964902e-01	1.161209e+02	5.367690e+00
2.170091e-01	1.323613e+02	5.105948e+00
2.391593e-01	1.457862e+02	5.030101e+00
2.627815e-01	1.404079e+02	4.233457e+00
2.885670e-01	1.545804e+02	4.001934e+00
3.178391e-01	1.772337e+02	3.886107e+00
3.494301e-01	1.993456e+02	3.927659e+00
3.835763e-01	2.054180e+02	3.454478e+00
4.218915e-01	2.246054e+02	3.251397e+00
4.647215e-01	2.448407e+02	3.036875e+00
5.115447e-01	2.725398e+02	2.961690e+00
5.626445e-01	2.900791e+02	2.721140e+00
6.191111e-01	3.145121e+02	2.550695e+00
6.808655e-01	3.500897e+02	2.476251e+00
7.488116e-01	3.869386e+02	2.356405e+00
8.237086e-01	4.272895e+02	2.261709e+00
9.059209e-01	4.698318e+02	2.152385e+00
9.967546e-01	5.136411e+02	2.031869e+00
1.096568e+00	5.734338e+02	1.971599e+00
1.206115e+00	6.268799e+02	1.866441e+00
1.326732e+00	6.809573e+02	1.755814e+00
1.459456e+00	7.413538e+02	1.656442e+00
1.605415e+00	7.912634e+02	1.532133e+00
1.765872e+00	8.302757e+02	1.393700e+00
1.942318e+00	8.609818e+02	1.252465e+00
2.136603e+00	8.762401e+02	1.103549e+00
2.350375e+00	8.880701e+02	9.696684e-01
2.585456e+00	8.956809e+02	8.473775e-01
2.843969e+00	9.213954e+02	7.557470e-01
3.125554e+00	9.533835e+02	6.867189e-01
3.431703e+00	8.448832e+02	6.029862e-01
3.771025e+00	7.821133e+02	5.932746e-01
4.137363e+00	7.772701e+02	6.945218e-01
4.527289e+00	7.426266e+02	1.021443e+00
4.943729e+00	7.519246e+02	2.190813e+00
5.312660e+00	8.477086e+02	1.785144e+01
